Series ID,Year,Period,Label,Value
CUSR0000SA0,2009,M05,2009 May,213.022
CUSR0000SA0,2009,M06,2009 Jun,214.790
CUSR0000SA0,2009,M07,2009 Jul,214.726
CUSR0000SA0,2009,M08,2009 Aug,215.445
CUSR0000SA0,2009,M09,2009 Sep,215.861
CUSR0000SA0,2009,M10,2009 Oct,216.509
CUSR0000SA0,2009,M11,2009 Nov,217.234
CUSR0000SA0,2009,M12,2009 Dec,217.347
CUSR0000SA0,2010,M01,2010 Jan,217.488
CUSR0000SA0,2010,M02,2010 Feb,217.281
CUSR0000SA0,2010,M03,2010 Mar,217.353
CUSR0000SA0,2010,M04,2010 Apr,217.403
CUSR0000SA0,2010,M05,2010 May,217.290
CUSR0000SA0,2010,M06,2010 Jun,217.199
CUSR0000SA0,2010,M07,2010 Jul,217.605
CUSR0000SA0,2010,M08,2010 Aug,217.923
CUSR0000SA0,2010,M09,2010 Sep,218.275
CUSR0000SA0,2010,M10,2010 Oct,219.035
CUSR0000SA0,2010,M11,2010 Nov,219.590
CUSR0000SA0,2010,M12,2010 Dec,220.472
CUSR0000SA0,2011,M01,2011 Jan,221.187
CUSR0000SA0,2011,M02,2011 Feb,221.898
CUSR0000SA0,2011,M03,2011 Mar,223.046
CUSR0000SA0,2011,M04,2011 Apr,224.093
CUSR0000SA0,2011,M05,2011 May,224.806
CUSR0000SA0,2011,M06,2011 Jun,224.806
CUSR0000SA0,2011,M07,2011 Jul,225.395
CUSR0000SA0,2011,M08,2011 Aug,226.106
CUSR0000SA0,2011,M09,2011 Sep,226.597
CUSR0000SA0,2011,M10,2011 Oct,226.750
CUSR0000SA0,2011,M11,2011 Nov,227.169
CUSR0000SA0,2011,M12,2011 Dec,227.223
CUSR0000SA0,2012,M01,2012 Jan,227.842
CUSR0000SA0,2012,M02,2012 Feb,228.329
CUSR0000SA0,2012,M03,2012 Mar,228.807
CUSR0000SA0,2012,M04,2012 Apr,229.187
CUSR0000SA0,2012,M05,2012 May,228.713
CUSR0000SA0,2012,M06,2012 Jun,228.524
CUSR0000SA0,2012,M07,2012 Jul,228.590
CUSR0000SA0,2012,M08,2012 Aug,229.918
CUSR0000SA0,2012,M09,2012 Sep,231.015
CUSR0000SA0,2012,M10,2012 Oct,231.638
CUSR0000SA0,2012,M11,2012 Nov,231.249
CUSR0000SA0,2012,M12,2012 Dec,231.221
CUSR0000SA0,2013,M01,2013 Jan,231.679
CUSR0000SA0,2013,M02,2013 Feb,232.937
CUSR0000SA0,2013,M03,2013 Mar,232.282
CUSR0000SA0,2013,M04,2013 Apr,231.797
CUSR0000SA0,2013,M05,2013 May,231.893
CUSR0000SA0,2013,M06,2013 Jun,232.445
CUSR0000SA0,2013,M07,2013 Jul,232.900
CUSR0000SA0,2013,M08,2013 Aug,233.456
CUSR0000SA0,2013,M09,2013 Sep,233.544
CUSR0000SA0,2013,M10,2013 Oct,233.669
CUSR0000SA0,2013,M11,2013 Nov,234.100
CUSR0000SA0,2013,M12,2013 Dec,234.719
CUSR0000SA0,2014,M01,2014 Jan,235.288
CUSR0000SA0,2014,M02,2014 Feb,235.547
CUSR0000SA0,2014,M03,2014 Mar,236.028
CUSR0000SA0,2014,M04,2014 Apr,236.468
CUSR0000SA0,2014,M05,2014 May,236.918
CUSR0000SA0,2014,M06,2014 Jun,237.231
CUSR0000SA0,2014,M07,2014 Jul,237.498
CUSR0000SA0,2014,M08,2014 Aug,237.460
CUSR0000SA0,2014,M09,2014 Sep,237.477
CUSR0000SA0,2014,M10,2014 Oct,237.430
CUSR0000SA0,2014,M11,2014 Nov,236.983
CUSR0000SA0,2014,M12,2014 Dec,236.252
CUSR0000SA0,2015,M01,2015 Jan,234.718
CUSR0000SA0,2015,M02,2015 Feb,235.236
CUSR0000SA0,2015,M03,2015 Mar,236.005
CUSR0000SA0,2015,M04,2015 Apr,236.156
CUSR0000SA0,2015,M05,2015 May,236.974
CUSR0000SA0,2015,M06,2015 Jun,237.684
CUSR0000SA0,2015,M07,2015 Jul,238.053
CUSR0000SA0,2015,M08,2015 Aug,238.028
CUSR0000SA0,2015,M09,2015 Sep,237.506
CUSR0000SA0,2015,M10,2015 Oct,237.781
CUSR0000SA0,2015,M11,2015 Nov,238.016
CUSR0000SA0,2015,M12,2015 Dec,237.817
CUSR0000SA0,2016,M01,2016 Jan,237.833
CUSR0000SA0,2016,M02,2016 Feb,237.469
CUSR0000SA0,2016,M03,2016 Mar,238.038
CUSR0000SA0,2016,M04,2016 Apr,238.827
CUSR0000SA0,2016,M05,2016 May,239.464
CUSR0000SA0,2016,M06,2016 Jun,240.167
CUSR0000SA0,2016,M07,2016 Jul,240.150
CUSR0000SA0,2016,M08,2016 Aug,240.602
CUSR0000SA0,2016,M09,2016 Sep,241.051
CUSR0000SA0,2016,M10,2016 Oct,241.691
CUSR0000SA0,2016,M11,2016 Nov,242.029
CUSR0000SA0,2016,M12,2016 Dec,242.772
CUSR0000SA0,2017,M01,2017 Jan,243.780
CUSR0000SA0,2017,M02,2017 Feb,243.961
CUSR0000SA0,2017,M03,2017 Mar,243.749
CUSR0000SA0,2017,M04,2017 Apr,244.051
CUSR0000SA0,2017,M05,2017 May,243.962
CUSR0000SA0,2017,M06,2017 Jun,244.182
CUSR0000SA0,2017,M07,2017 Jul,244.390
CUSR0000SA0,2017,M08,2017 Aug,245.297
CUSR0000SA0,2017,M09,2017 Sep,246.418
CUSR0000SA0,2017,M10,2017 Oct,246.587
CUSR0000SA0,2017,M11,2017 Nov,247.332
CUSR0000SA0,2017,M12,2017 Dec,247.901
CUSR0000SA0,2018,M01,2018 Jan,248.884
CUSR0000SA0,2018,M02,2018 Feb,249.369
CUSR0000SA0,2018,M03,2018 Mar,249.498
CUSR0000SA0,2018,M04,2018 Apr,249.956
CUSR0000SA0,2018,M05,2018 May,250.646
CUSR0000SA0,2018,M06,2018 Jun,251.134
CUSR0000SA0,2018,M07,2018 Jul,251.597
CUSR0000SA0,2018,M08,2018 Aug,251.879
CUSR0000SA0,2018,M09,2018 Sep,252.010
CUSR0000SA0,2018,M10,2018 Oct,252.794
CUSR0000SA0,2018,M11,2018 Nov,252.760
CUSR0000SA0,2018,M12,2018 Dec,252.723
CUSR0000SA0,2019,M01,2019 Jan,252.673
CUSR0000SA0,2019,M02,2019 Feb,253.113
CUSR0000SA0,2019,M03,2019 Mar,254.148
CUSR0000SA0,2019,M04,2019 Apr,254.958
CUSR0000SA0,2019,M05,2019 May,255.155
CUSR0000SA0,2019,M06,2019 Jun,255.305
CUSR0000SA0,2019,M07,2019 Jul,256.161
CUSR0000SA0,2019,M08,2019 Aug,256.300
CUSR0000SA0,2019,M09,2019 Sep,256.358
